Country,Level,Answer,Longest
Congo,4789,"ACHE, CHAT, COAT, CODE, COTE, DATE, DOTE, EACH, ECHO, ETCH, HATE, HEAD, HEAT, HOED, OATH, TOAD, TOED, ACTED, CADET, CHEAT, DEATH, HATED, TEACH, COATED, DETACH, CATHODE",CATHODE
Congo,4790,"DEW, FED, FEW, FOE, LED, LOW, ODE, OLD, OWE, OWL, WED, WOE, DOLE, FLED, FLEW, FLOW, FOLD, FOWL, LEWD, LODE, OWED, WELD, WOLD, WOLF, DOWEL, FLOWED",FLOWED
Estonia,4791,"OURS, OUST, REST, ROSE, ROTE, ROUT, RUSE, RUST, SORE, SORT, SOUR, SURE, TORE, TOUR, TRUE, USER, OUTER, RETRO, ROUSE, ROUTE, STORE, OUSTER, RESORT, ROSTER, ROUTER, TROUSER",TROUSER
Estonia,4792,"DIRE, DREW, HEIR, HELD, HERD, HIDE, HIRE, IDLE, LEWD, LIED, RIDE, RILE, WELD, WIDE, WILD, WIRE, HIRED, RILED, WEIRD, WHILE, WHIRL, WIELD, WIRED, WHILED, WILDER, WHIRLED",WHIRLED
Estonia,4793,"ALE, AWE, DEW, ELK, LAD, LAW, LED, WAD, WED, AWED, DEAL, KALE, LADE, LAKE, LEAD, LEAK, LEWD, WADE, WAKE, WALD, WALE, WALK, WEAK, WEAL, WELD, WALKED",WALKED
Estonia,4794,"FORE, FOUR, FUSE, OPUS, OURS, PORE, POSE, POUR, PURE, ROPE, ROSE, RUSE, SORE, SOUP, SOUR, SPUR, SURE, SURF, USER, POSER, PROSE, PURSE, ROUSE, SPORE, SUPER, PROFUSE",PROFUSE
Estonia,4795,"CAPE, CLAP, LACE, LATE, LEAP, PACE, PACT, PALE, PEAL, PELT, PLAT, PLEA, TALC, TALE, TAPE, TEAL, APACE, CLEAT, LEAPT, PETAL, PLACE, PLATE, PLEAT, PALACE, PALATE, PLACATE",PLACATE
Estonia,4796,"ABLE, BABE, BALE, BALM, BARB, BARE, BEAM, BEAR, EARL, LAMB, LAME, MALE, MARE, MEAL, REAL, AMBER, AMBLE, BABEL, BLAME, BLARE, BREAM, REALM, BARBEL, MARBLE, RAMBLE, BRAMBLE",BRAMBLE
Estonia,4797,"AKIN, BANG, BANK, BARK, BARN, BRAG, BRAN, BRIG, GAIN, GARB, GRAB, GRIN, KING, RAIN, RANG, RANK, RING, RINK, BRAIN, BRING, BRINK, GRAIN, BAKING, BARING, RAKING, BARKING",BARKING
Estonia,4798,"DENT, DOER, DONE, DOTE, NODE, NOTE, REND, RENT, RODE, ROTE, TEND, TERN, TOED, TONE, TORE, TORN, TROD, DOTED, DRONE, NOTED, TENOR, TONED, TREND, DRONED, RODENT, TRODDEN",TRODDEN
Estonia,4799,"DEWY, DOER, DORY, DREW, DROP, DYER, OWED, PORE, PREY, PROD, PROW, PYRE, RODE, ROPE, ROPY, WORD, WORE, YORE, DOWRY, POWER, ROPED, ROWDY, ROWED, WORDY, POWDER, POWDERY",POWDERY
Estonia,4800,"EASY, ISLE, LEAP, LISP, PAIL, PALE, PEAL, PEAS, PILE, PLAY, PLEA, SAIL, SALE, SEAL, SLAP, SLAY, SLIP, YELP, AISLE, LAPSE, PILES, SEPIA, SPILE, SPLAY, EASILY, PAISLEY",PAISLEY
Estonia,4801,"ACRE, CARE, CART, CITE, RACE, RARE, RATE, REAR, RICE, RITE, TEAR, TIER, TIRE, CATER, CRATE, CRIER, IRATE, RACER, REACT, TERRA, TRACE, TRICE, TRIER, CRATER, TRACER, ERRATIC",ERRATIC
Estonia,4802,"DINE, GILD, GLEN, IDLE, LEND, LEWD, LIED, LIEN, LINE, WELD, WEND, WIDE, WILD, WIND, WINE, WING, DEIGN, GLIDE, INGLE, LINED, WIDEN, WIELD, DINGLE, WINDLE, WINGED, WELDING",WELDING
Estonia,4803,"DELL, IDLE, ISLE, LIED, LISP, PILE, PILL, PLED, SELL, SIDE, SILL, SLED, SLID, SLIP, SPED, PILED, PILES, PLIED, SIDLE, SLIDE, SPELL, SPIED, SPILE, SPILL, DISPEL, SPILLED",SPILLED
Estonia,4804,"ALOE, LAME, LAMP, LEAP, LOAM, LOPE, MALE, MEAL, MOLE, MOPE, OPAL, PALE, PALM, PEAL, PLAY, PLEA, PLOY, POEM, POLE, YELP, AMPLE, AMPLY, MAPLE, MEALY, EMPLOY, MAYPOLE",MAYPOLE
Estonia,4805,"ACNE, ANTE, CANE, CANT, CENT, CLAN, CLAY, ELAN, LACE, LANE, LATE, LEAN, LENT, NEAT, TALC, TALE, TEAL, CLEAN, CLEAT, ENACT, LANCE, LEANT, ACETYL, LANCET, NEATLY, LATENCY",LATENCY
Estonia,4806,"LEER, LITE, PEEL, PEER, PELT, PERT, PIER, PILE, REEL, RILE, RIPE, RITE, TIER, TILE, TIRE, TREE, TRIP, ELITE, PERIL, PETER, REPEL, TILER, TRIPE, PETREL, TRIPLE, REPTILE",REPTILE
Estonia,4807,"BILE, BLED, BODE, BOIL, BOLD, BOLE, DOLE, GILD, GLIB, GOLD, IDLE, IDOL, LIED, LOBE, LODE, OGLE, BILGE, BOGIE, GLIDE, GLOBE, LODGE, OGLED, OILED, BOILED, OBLIGE, OBLIGED",OBLIGED
Estonia,4808,"HER, HIS, HIT, ITS, SET, SHE, SIR, SIT, TIE, HEIR, HIRE, REST, RISE, RITE, SIRE, SITE, STIR, THIS, TIER, TIES, TIRE, HIRES, SHIRE, SHIRT, THEIR, TRIES, THEIRS",THEIRS
Estonia,4809,"GIN, GOT, ION, NIT, NOT, NOW, OWN, TIN, TON, TOW, TWO, WIG, WIN, WIT, WON, GOWN, INTO, NOWT, TONG, TOWN, TWIG, TWIN, WING, WONT, INGOT, OWING, TOWING",TOWING
Estonia,4810,"HER, HOE, ODE, ORE, RED, ROD, SHE, SOD, DOER, DOES, DOSE, HERD, HERO, HOED, HOSE, RODE, ROSE, SHED, SHOD, SHOE, SORE, HORDE, HORSE, SHERD, SHORE, SHRED, SHORED",SHORED
Estonia,4811,"DON, DOT, DUN, DUO, NOD, NOR, NOT, NUT, OUR, OUT, ROD, ROT, RUN, RUT, TON, TUN, DOUR, ROUT, RUNT, TORN, TOUR, TROD, TURN, UNDO, UNTO, ROUND, ROTUND",ROTUND
Estonia,4812,"AEON, AMEN, EARN, FAME, FARE, FARM, FEAR, FERN, FOAM, FORE, FORM, FROM, MANE, MARE, MEAN, MOAN, MORE, NAME, NEAR, NORM, OMEN, ROAM, ROAN, AFORE, FRAME, MANOR, FOREMAN",FOREMAN
Estonia,4813,"ADD, ARE, ART, ATE, DAD, EAR, EAT, ERA, RAT, RED, TAR, TEA, DARE, DART, DATE, DEAR, RATE, READ, TEAR, DARED, DATED, DREAD, RATED, TRADE, TREAD, DARTED, TRADED",DARTED
Estonia,4814,"AMEN, ANTE, HATE, HEAT, MANE, MATE, MATH, MEAN, MEAT, MEET, META, NAME, NEAT, TAME, TEAM, TEEM, TEEN, THAN, THEE, THEM, THEN, EATEN, MEANT, THEME, ANTHEM, ETHANE, METHANE",METHANE
Estonia,4815,"ANTE, AUNT, DATE, DEAN, DENT, DUET, DUNE, HAND, HATE, HEAD, HEAT, HUNT, NEAT, NUDE, TEND, THAN, THEN, THUD, TUNA, TUNE, DAUNT, DEATH, HATED, HAUNT, TUNED, HUNTED, HAUNTED",HAUNTED
Estonia,4816,"ITS, ORE, ROT, SET, SIR, SIT, TIE, TOE, REST, RIOT, RISE, RITE, ROSE, ROTE, SIRE, SITE, SORE, SORT, STIR, TIER, TIES, TIRE, TORE, TRIO, STORE, TRIES, SORTIE",SORTIE
Estonia,4817,"ALE, ATE, EAT, LET, SAT, SEA, SET, TEA, EAST, LAST, LATE, LESS, LEST, SALE, SALT, SEAL, SEAT, SLAT, TALE, TEAL, ASSET, LEAST, SLATE, STALE, STEAL, TALES, TASSEL",TASSEL
Estonia,4818,"KILN, KILT, KITE, KNEW, KNIT, LENT, LIEN, LIKE, LINE, LINK, LINT, LITE, NEWT, TILE, TWIN, WELT, WENT, WILT, WINE, WINK, INLET, KNELT, LIKEN, TWINE, TINKLE, WINKLE, TWINKLE",TWINKLE
Estonia,4819,"DEN, DEW, DIN, END, NEW, RED, RID, WED, WIN, DINE, DIRE, DREW, REIN, REND, RIDE, RIND, WEND, WIDE, WIND, WINE, WIRE, WREN, DINER, WEIRD, WIDEN, WIRED, WINDER",WINDER
Estonia,4820,"ANT, ATE, EAT, NET, NUT, SAT, SEA, SET, SUE, SUN, TAN, TEA, TEN, TUN, USE, ANTE, AUNT, EAST, NEAT, NEST, SANE, SEAT, SENT, STUN, TUNA, TUNE, UNSEAT",UNSEAT
Estonia,4821,"BARE, BEAM, BEAR, BOAR, BORE, BRAG, ERGO, GAME, GARB, GEAR, GERM, GOER, GORE, GRAB, GRAM, MAGE, MARE, MORE, OGRE, RAGE, ROAM, ROBE, AMBER, BARGE, BREAM, BORAGE, EMBARGO",EMBARGO
Estonia,4822,"BODE, BORE, BRED, DOER, DOES, DOSE, DOUR, OURS, ROBE, RODE, ROSE, RUDE, RUSE, SORE, SOUR, SUED, SURE, USED, USER, BORED, DOUSE, ROBED, ROUSE, SOBER, ROUSED, SOURED, ROSEBUD",ROSEBUD
Estonia,4823,"GLEN, GOES, GONE, LENS, LENT, LEST, LONE, LONG, LOSE, LOST, NEST, NOSE, NOTE, OGLE, ONES, SENT, SLOT, SOLE, SONG, TONE, TONG, ONSET, STOLE, STONE, TONGS, STOLEN, LONGEST",LONGEST
Estonia,4824,"LED, ODE, OLD, POD, SOD, SOP, DOES, DOLE, DOSE, LODE, LOPE, LOSE, PLED, PLOD, POLE, POSE, SLED, SLOP, SOLD, SOLE, SPED, LOPED, POLED, POSED, SLOPE, SOLED, SLOPED",SLOPED
Estonia,4825,"NEST, RENT, REST, RUNE, RUNT, RUSE, RUST, SENT, STUN, SURE, TENT, TERN, TEST, TRUE, TUNE, TURN, USER, NURSE, STENT, STERN, STRUT, STUNT, TRUST, TUNER, UTTER, UNREST, ENTRUST",ENTRUST
Estonia,4826,"ABLE, ACRE, BAIL, BALE, BARE, BEAR, BILE, CARE, CRAB, CRIB, EARL, LACE, LAIR, LIAR, LICE, RACE, RAIL, REAL, RICE, RILE, ARIEL, BLARE, BRACE, CABLE, CLEAR, RELIC, CALIBRE",CALIBRE
Estonia,4827,"ACNE, CANE, CEDE, CLAD, CLAN, DEAL, DEAN, ELAN, LACE, LADE, LAND, LANE, LEAD, LEAN, LEND, NEED, CANED, CLEAN, DANCE, LACED, LADEN, LANCE, CANDLE, LANCED, LEADEN, LEANED, CLEANED",CLEANED
Estonia,4828,"EASE, EAST, ERAS, RATE, REST, RUSE, RUST, SEAR, SEAT, SEER, STAR, SURE, TEAR, TREE, TRUE, USER, EATER, ERASE, RESET, STARE, STEER, SUTRA, TEASE, TERSE, EASTER, TEASER, AUSTERE",AUSTERE
Estonia,4829,"CEDE, CRUD, CURD, CURE, DEER, REED, RUDE, RUSE, SEED, SEER, SUED, SURE, USED, USER, CREED, CRUDE, CURED, CURSE, DEUCE, SCREE, CURSED, REDUCE, RESCUE, SECURE, SEDUCE, RESCUED, SECURED",RESCUED
Estonia,4830,"ARID, AVID, DARE, DEAR, DIRE, DIVE, IDEA, RAID, RARE, RAVE, READ, REAR, RIDE, VIED, AIRED, DIVER, DREAR, DRIER, DRIVE, RAVED, RIDER, RIVER, ARRIVE, DRIVER, RAIDER, VARIED, ARRIVED",ARRIVED
Guinea,4831,"EASY, ERAS, PARE, PEAR, PEAS, PRAY, PREY, PYRE, RARE, RASP, REAP, REAR, SEAR, SPAR, SPRY, YEAR, PARRY, PARSE, PAYER, PERRY, REPAY, SPARE, SPEAR, SPRAY, PARSER, PRAYER, RESPRAY",RESPRAY
Guinea,4832,"ASHY, EASY, HALE, HASP, HEAL, HEAP, HELP, LASH, LEAP, PALE, PEAL, PEAS, PLAY, PLEA, SALE, SEAL, SLAP, SLAY, YELP, LAPSE, LEASH, PHASE, PHYLA, SHALE, SHAPE, SPLAY, SHAPELY",SHAPELY
Guinea,4833,"ACID, ARID, CARD, CLAD, COAL, COIL, COIR, COLD, CORD, DIAL, IDOL, LAID, LAIR, LARD, LIAR, LOAD, LOCI, LORD, ORAL, RAID, RAIL, ROAD, ACRID, CAROL, CORAL, RADIO, CORDIAL",CORDIAL
Guinea,4834,"ACHE, CAPE, CHAP, CHAT, CHIP, CHIT, CITE, EACH, EPIC, ETCH, HATE, HEAP, HEAT, ITCH, PACE, PACT, PATH, PITH, TAPE, CHEAP, CHEAT, ETHIC, PATCH, PEACH, PITCH, TEACH, HEPATIC",HEPATIC
Guinea,4835,"DEAL, DEAN, ELAN, LADE, LAND, LANE, LEAD, LEAN, LEAP, LEND, NAPE, PALE, PANE, PEAL, PLAN, PLEA, PLED, LADEN, PALED, PANEL, PEDAL, PENAL, PLANE, PLEAD, PANNED, PLANED, PLANNED",PLANNED
Guinea,4836,"GIRT, GIST, GRIN, GRIT, GUST, RING, RUIN, RUNG, RUNT, RUST, SIGN, SING, SNUG, STIR, STUN, SUIT, SUNG, TURN, UNIT, GRUNT, STING, STUNG, SUING, USING, STRING, STRUNG, RUSTING",RUSTING
Guinea,4837,"NOPE, NOTE, OPEN, PENT, PERT, POET, PONY, PORE, PORT, PREY, PYRE, RENT, ROPE, ROPY, ROTE, TERN, TONE, TORE, TORN, TYPE, YORE, ENTRY, PRONE, TENOR, TROPE, POETRY, ENTROPY",ENTROPY
Guinea,4838,"ALOE, CAKE, CLAD, COAL, CODE, COKE, COLD, DEAL, DECK, DOCK, DOLE, KALE, LACE, LACK, LADE, LAKE, LEAD, LEAK, LOAD, LOCK, LODE, CAKED, CLOAK, LACED, LACKED, LOCKED, CLOAKED",CLOAKED
Guinea,4839,"ATOP, CARP, CART, COAT, COIR, CROP, IOTA, PACT, PAIR, PART, PORT, RAPT, RIOT, TARO, TRAP, TRIO, TRIP, ACTOR, COPRA, OPTIC, PATIO, RATIO, TAPIR, TOPIC, CAPTOR, TROPIC, APRICOT",APRICOT
Guinea,4840,"DEER, DIET, DIRE, DIRT, DIVE, EDIT, EVER, REED, RIDE, RITE, TIDE, TIED, TIER, TIRE, TREE, VEER, VIED, DETER, DIVER, DRIVE, RIVET, TIRED, TRIED, DERIVE, DIETER, DIVERT, RIVETED",RIVETED
Guinea,4841,"CITE, KITE, REST, RICE, RISE, RISK, RITE, SECT, SICK, SIRE, SITE, STIR, TICK, TIER, TIES, TIRE, CREST, CRIES, SKIRT, STICK, TRICE, TRICK, TRIES, SICKER, STRIKE, TICKER, STICKER",STICKER
Guinea,4842,"ANTE, EARN, NEAR, NEAT, RAIN, RANT, RARE, RATE, REAR, REIN, RENT, RITE, TARN, TEAR, TERN, TIER, TIRE, INERT, INTER, IRATE, TERRA, TRAIN, TRIER, ERRANT, RETAIN, RETINA, TRAINER",TRAINER
Guinea,4843,"FAIR, FANG, FIAT, GAIN, GAIT, GIFT, GIRT, GNAT, GRIN, GRIT, RAFT, RAIN, RANG, RANT, RIFT, RING, TANG, TARN, FAINT, GIANT, GRAFT, GRAIN, GRANT, TRAIN, FARING, RATING, RAFTING",RAFTING
Guinea,4844,"DEEP, DEER, DIRE, DRIP, IDLE, LEER, LIED, PEEL, PEER, PIER, PILE, PLED, REED, REEL, RIDE, RILE, RIPE, ELDER, PERIL, PILED, PLIED, PRIDE, PRIED, REPEL, RILED, RELIED, REPLIED",REPLIED
Guinea,4845,"CITE, CLUE, CULT, CUTE, DICE, DIET, DUCT, DUEL, DUET, EDIT, ICED, IDLE, LICE, LIED, LIEU, LITE, LUTE, TIDE, TIED, TILE, CITED, EDICT, LUCID, TILED, DELICT, DILUTE, DUCTILE",DUCTILE
Guinea,4846,"HEN, HEW, HIT, NET, NEW, NIT, TEN, TIE, TIN, WET, WIN, WIT, HEWN, HINT, NEWT, THEN, THIN, TWIN, WENT, WHEN, WHET, WHIT, WINE, WITH, TWINE, WHINE, WHITE, WHITEN",WHITEN
Guinea,4847,"ALE, ARE, AYE, EAR, ERA, LAY, LYE, RAY, RYE, SAY, SEA, SLY, YES, EARL, EASY, ERAS, LYRE, REAL, RELY, SALE, SEAL, SEAR, SLAY, YEAR, EARLY, LAYER, RELAY, SLAYER",SLAYER
Guinea,4848,"ADO, ARE, EAR, ERA, ODE, ORE, RED, ROD, SAD, SEA, SOD, DARE, DEAR, DOER, DOES, DOSE, ERAS, READ, ROAD, RODE, ROSE, SEAR, SOAR, SODA, SORE, ADORE, AROSE, SOARED",SOARED
Guinea,4849,"AWED, DARE, DEAR, DEER, DRAW, DREW, EVER, EWER, RAVE, READ, REED, VEER, WADE, WARD, WARE, WAVE, WEAR, WEED, WERE, EVADE, RAVED, WADER, WAVED, WAVER, WEAVE, WEAVED, WEAVER, WAVERED",WAVERED
Guinea,4850,"AIL, AIR, ART, ITS, LIT, RAT, SAT, SIR, SIT, TAR, LAIR, LAST, LIAR, LIST, RAIL, SAIL, SALT, SARI, SILT, SLAT, SLIT, STAR, STIR, TAIL, STAIR, TRAIL, TRIAL, TRIALS",TRIALS
Guinea,4851,"DOER, DOME, DONE, DOUR, DRUM, DUNE, MEND, MENU, MODE, MORE, NODE, NORM, NUDE, OMEN, REND, RODE, RUDE, RUNE, UNDO, DEMUR, DRONE, MOUND, MOURN, ROUND, RUMEN, UNDER, MODERN, MOURNED",MOURNED
Guinea,4852,"ITS, SET, SEW, SIR, SIT, TIE, WET, WIT, REST, RISE, RITE, SIRE, SITE, STEW, STIR, TIER, TIES, TIRE, WEST, WIRE, WISE, WRIT, STREW, TRIES, WREST, WRIST, WRITE, WRITES",WRITES
Guinea,4853,"ALLY, EARL, GALE, GALL, GEAR, GRAY, GREY, LYRE, RAGE, REAL, RELY, YEAR, YELL, ALLEY, EARLY, GLARE, LAGER, LARGE, LAYER, LEGAL, RALLY, REGAL, RELAY, GALLEY, REALLY, GALLERY, LARGELY, REGALLY",GALLERY
Guinea,4854,"ERGO, GOER, GORE, GOTH, HERO, HOUR, HUGE, HURT, OGRE, ROTE, ROUT, THOU, THUG, TORE, TOUR, TRUE, URGE, GROUT, OTHER, OUGHT, OUTER, ROGUE, ROUGE, ROUGH, ROUTE, TOUGH, TROUGH, TOUGHER",TOUGHER
Guinea,4855,"CLOT, CODE, COLD, COLT, COST, COTE, DOES, DOLE, DOSE, DOTE, LEST, LODE, LOSE, LOST, SECT, SLED, SLOT, SOLD, SOLE, TOED, TOLD, CLOSE, SCOLD, SOLED, STOLE, CLOSED, CLOSET, COLDEST",COLDEST
Guinea,4856,"CODE, COIN, COME, CONE, DICE, DIME, DINE, DOME, DONE, ICED, ICON, MEND, MICE, MIND, MINE, MODE, NICE, NODE, OMEN, ONCE, DENIM, MEDIC, MINCE, MINED, COINED, INCOME, MINCED, DEMONIC",DEMONIC
Guinea,4857,"DOER, DONE, DOWN, DREW, FEND, FERN, FOND, FORD, FORE, NODE, OWED, REND, RODE, WEND, WORD, WORE, WORN, WREN, DRONE, DROWN, ENDOW, FROND, FROWN, OWNED, OWNER, ROWED, WONDER, FROWNED",FROWNED
Guinea,4858,"AMEN, ANTE, EARN, MANE, MARE, MART, MATE, MEAN, MEAT, META, NAME, NEAR, NEAT, RANT, RATE, RENT, TAME, TARN, TEAM, TEAR, TERM, TERN, TRAM, MEANT, TAMER, MANNER, TANNER, REMNANT",REMNANT
Guinea,4859,"CRUD, CURD, CURE, DICE, DIRE, DISC, ICED, RICE, RIDE, RISE, RUDE, RUSE, SIDE, SIRE, SUED, SURE, USED, USER, CIDER, CRIED, CRIES, CRUDE, CURED, CURSE, SIRED, CRUISE, CURSED, CRUISED",CRUISED
Guinea,4860,"ACRE, CARD, CARE, CLAD, DARE, DEAL, DEAR, EARL, LACE, LADE, LARD, LEAD, RACE, READ, REAL, ALDER, CADRE, CARED, CEDAR, CLEAR, DARED, DREAD, LACED, RACED, CARDED, CRADLE, LADDER, CRADLED",CRADLED
Guinea,4861,"DENT, DRUG, DUET, DUNE, NUDE, REND, RENT, RUDE, RUNE, RUNG, RUNT, TEND, TERN, TRUE, TUNE, TURN, URGE, GRUNT, NUDGE, TREND, TUNED, TUNER, UNDER, URGED, TRUDGE, TURNED, URGENT, GRUNTED",GRUNTED
Guinea,4862,"AMEN, ANTE, AUNT, GAME, GATE, GNAT, MAGE, MANE, MATE, MEAN, MEAT, MENU, META, MUTE, NAME, NEAT, TAME, TANG, TEAM, TUNA, TUNE, AGENT, GAMUT, GAUNT, MEANT, MAGNET, NUTMEG, AUGMENT",AUGMENT
Guinea,4863,"ACES, ACRE, BARE, BASE, BEAR, BIAS, CARE, CASE, CRAB, CRIB, ERAS, RACE, RICE, RISE, SARI, SCAB, SCAR, SEAR, SIRE, ARISE, BASIC, BRACE, CRIES, RAISE, SABER, SCARE, SCRIBE, ASCRIBE",ASCRIBE
Guinea,4864,"COIN, COIR, CONE, COPE, CORE, CORN, CROP, EPIC, ICON, IRON, NICE, NOPE, ONCE, OPEN, PIER, PINE, PORE, REIN, RICE, RIPE, ROPE, CRONE, PRICE, PRONE, RIPEN, COPIER, PRINCE, PORCINE",PORCINE
Guinea,4865,"ATOP, PARE, PART, PEAR, PEER, PERT, POET, PORE, PORT, RAPT, RATE, REAP, ROPE, ROTE, TAPE, TARO, TEAR, TORE, TRAP, TREE, EATER, OPERA, PEART, PETER, TAPER, TROPE, REPEAT, OPERATE",OPERATE
Guinea,4866,"CODE, COIL, COLD, COME, DICE, DIME, DOLE, DOME, ICED, IDLE, IDOL, LICE, LIED, LIME, LOCI, LODE, MICE, MILD, MILE, MODE, MOLD, MOLE, MEDIC, MODEL, OILED, COILED, DOCILE, MELODIC",MELODIC
Guinea,4867,"DEER, DINE, DIRE, EDGE, GIRD, GRID, GRIN, NEED, REED, REIN, REND, RIDE, RIND, RING, DEIGN, DINER, DIRGE, GENIE, GENRE, GREED, GREEN, GRIND, REIGN, RIDGE, GENDER, REINED, RINGED, REIGNED",REIGNED
Guinea,4868,"ACRE, CAKE, CARD, CARE, CEDE, DARE, DARK, DEAR, DECK, DEER, RACE, RACK, RAKE, READ, REED, REEK, CADRE, CAKED, CARED, CEDAR, CREAK, CREED, CREEK, DRAKE, RACED, RAKED, RACKED, CREAKED",CREAKED
Guinea,4869,"ALOE, ALTO, EVIL, IOTA, LATE, LITE, LIVE, LOVE, OVAL, TAIL, TALE, TEAL, TILE, TOIL, VALE, VEAL, VEIL, VETO, VIAL, VILE, VOLT, VOTE, ALIVE, OLIVE, VALET, VITAL, VIOLET, VIOLATE",VIOLATE
Guinea,4870,"DEW, LED, LET, LID, LIE, LIT, TIE, WED, WET, WIT, DIET, EDIT, IDLE, LEWD, LIED, LITE, TIDE, TIED, TILE, WELD, WELT, WIDE, WILD, WILT, DWELT, TILED, WIELD, WILTED",WILTED
Mozambique,4871,"AWED, DATE, EASE, EAST, SEAT, SEED, STEW, SWAT, WADE, WEED, WEST, EASED, SATED, SAWED, SEWED, STEAD, STEED, SWEAT, SWEET, TEASE, TWEED, WASTE, SEATED, SEDATE, STEWED, TEASED, WASTED, SWEATED",SWEATED
Mozambique,4872,"ANTE, EARN, NEAR, NEAT, RAIN, RANT, RATE, REIN, RENT, RITE, TARN, TEAR, TEEN, TERN, TIER, TIRE, TREE, EATEN, EATER, ENTER, INERT, INTER, IRATE, TRAIN, ENTIRE, RETAIN, RETINA, TRAINEE",TRAINEE
Mozambique,4873,"ACRE, CARE, CART, COAT, CORE, COTE, RACE, RARE, RATE, REAR, ROAR, ROTE, TARO, TEAR, TORE, ACTOR, CATER, CRATE, RACER, REACT, RETRO, TERRA, TRACE, CARROT, CRATER, RECTOR, TRACER, REACTOR",REACTOR
Mozambique,4874,"DENT, DOME, DONE, DOTE, DUET, DUNE, MEND, MENU, MODE, MOTE, MUTE, NODE, NOTE, NUDE, OMEN, TEND, TOED, TOME, TONE, TUNE, UNDO, UNTO, MOUND, MOUNT, NOTED, TONED, TUNED, MOUNTED",MOUNTED
Mozambique,4875,"DEAF, DEAL, DEAN, ELAN, FADE, FAKE, FEND, FLEA, FLED, KALE, LADE, LAKE, LAND, LANE, LANK, LEAD, LEAF, LEAK, LEAN, LEND, ANKLE, FLAKE, FLANK, KNEAD, LADEN, NAKED, FLAKED, FLANKED",FLANKED
Mozambique,4876,"CEDE, DEEP, DEER, DICE, DIRE, DRIP, EPIC, ICED, PEER, PIER, REED, RICE, RIDE, RIPE, CIDER, CREED, CREEP, CREPE, CRIED, PIECE, PRICE, PRIDE, PRIED, PIECED, PIERCE, PRICED, RECIPE, PIERCED",PIERCED
Mozambique,4877,"CANT, CART, CRAG, GAIN, GAIT, GIRT, GNAT, GRIN, GRIT, RAIN, RANG, RANT, RING, TANG, TARN, CAIRN, CIGAR, GIANT, GRAIN, GRANT, TRAIN, ACTING, CARING, RACING, RATING, TRAGIC, CARTING, TRACING",CARTING
Mozambique,4878,"DINE, DUEL, DUNE, GILD, GLEN, GLUE, IDLE, LEND, LIED, LIEN, LIEU, LINE, LUNG, NUDE, DEIGN, GLIDE, GLUED, GUIDE, GUILD, GUILE, INGLE, LINED, LUNGE, NUDGE, DINGLE, LUNGED, ELUDING, INDULGE",ELUDING
Mozambique,4879,"DIET, DIME, DIRE, DIRT, EDIT, EMIT, ITEM, MIME, MIRE, MITE, RIDE, RIME, RITE, TERM, TIDE, TIED, TIER, TIME, TIRE, TRIM, MERIT, MIRED, REMIT, TIMED, TIMER, TIRED, TRIED, RIMMED, TRIMMED",TRIMMED
Mozambique,4880,"ARE, ASH, AWE, EAR, ERA, HAS, HER, HEW, RAW, SAW, SEA, SEW, SHE, WAR, WAS, ERAS, HARE, HEAR, RASH, SEAR, WARE, WASH, WEAR, SHARE, SHEAR, SHREW, SWEAR, WARES, WASHER",WASHER
Mozambique,4881,"HERE, HERO, HONE, HORN, NOTE, RENT, ROTE, TEEN, TERN, THEE, THEN, TONE, TORE, TORN, TREE, ENTER, ETHER, HERON, NORTH, OTHER, TENOR, THERE, THORN, THREE, HERETO, HORNET, NETHER, THRONE, THEREON",THEREON
Mozambique,4882,"ANT, ARE, ART, ATE, EAR, EAT, ERA, ERR, NET, RAN, RAT, TAN, TAR, TEA, TEN, ANTE, EARN, NEAR, NEAT, RANT, RARE, RATE, REAR, RENT, TARN, TEAR, TERN, TERRA, ERRANT",ERRANT
Mozambique,4883,"ARE, BAD, BAR, BED, DAB, EAR, ERA, RED, ABED, BADE, BARD, BARE, BEAD, BEAR, BRED, DARE, DEAR, DRAB, RAVE, READ, VERB, BARED, BEARD, BRAVE, BREAD, DEBAR, RAVED, ADVERB, BRAVED",ADVERB
Mozambique,4884,"DEN, DON, END, EON, NOD, NOR, ODE, ONE, ORE, RED, ROD, SOD, SON, DOER, DOES, DONE, DOSE, NODE, NOSE, ONES, REND, RODE, ROSE, SEND, SORE, DRONE, NOSED, SNORE, SNORED",SNORED
Mozambique,4885,"AWED, DARE, DART, DATE, DEAR, DEER, DRAW, DREW, EWER, RATE, READ, REED, TEAR, TREE, WADE, WARD, WARE, WEAR, WEED, WERE, DETER, EATER, RATED, TRADE, TREAD, TWEED, WADER, WATER, WATERED",WATERED
Mozambique,4886,"ANY, AWE, AYE, DAY, DEN, DEW, DYE, END, NAY, NEW, WAD, WAY, WED, WYE, YEN, ANEW, AWED, DAWN, DEAN, DENY, DEWY, WADE, WAND, WANE, WEAN, WEND, YAWN, WANED, YAWNED",YAWNED
Mozambique,4887,"DOES, DOSE, DOTE, DUET, DUST, HOED, HOSE, HOST, OUST, SHED, SHOD, SHOE, SHOT, SHUT, STUD, SUED, THOU, THUD, THUS, TOED, USED, DOUSE, HOUSE, SHOUT, SOUTH, THOSE, HOUSED, OUSTED, SHOUTED",SHOUTED
